version,id,assetId,isDifferent,isUnlockedByDefault,isAccessable
,,,,,
number,number,number,boolean,number,boolean
5,0,101,TRUE,TRUE,TRUE
5,1,102,TRUE,TRUE,TRUE
5,2,103,TRUE,TRUE,TRUE
5,3,90,TRUE,FALSE,FALSE
5,4,91,TRUE,FALSE,FALSE
5,5,92,TRUE,FALSE,FALSE
5,6,93,TRUE,FALSE,FALSE
5,7,94,TRUE,FALSE,FALSE
5,8,95,TRUE,FALSE,FALSE
5,9,96,TRUE,FALSE,FALSE
5,10,97,TRUE,FALSE,FALSE
5,11,98,TRUE,FALSE,FALSE
5,12,99,TRUE,FALSE,FALSE
5,13,0,TRUE,FALSE,TRUE
5,14,1,TRUE,FALSE,TRUE
5,15,2,TRUE,FALSE,TRUE
5,16,3,TRUE,FALSE,TRUE
5,17,4,TRUE,FALSE,TRUE
5,18,5,TRUE,FALSE,TRUE
5,19,6,FALSE,FALSE,TRUE
5,20,7,TRUE,FALSE,TRUE
5,21,8,TRUE,FALSE,TRUE
5,22,9,TRUE,FALSE,TRUE
5,23,10,FALSE,FALSE,TRUE
5,24,11,TRUE,FALSE,TRUE
5,25,12,FALSE,FALSE,TRUE
5,26,13,TRUE,FALSE,TRUE
5,27,14,TRUE,FALSE,TRUE
5,28,15,TRUE,FALSE,TRUE
5,29,24,FALSE,FALSE,TRUE
5,30,25,FALSE,FALSE,TRUE
5,31,16,FALSE,FALSE,TRUE
5,32,17,TRUE,FALSE,TRUE
5,33,28,TRUE,FALSE,TRUE
5,34,29,TRUE,FALSE,TRUE
5,35,60,TRUE,FALSE,TRUE
5,36,61,TRUE,FALSE,TRUE
5,37,62,TRUE,FALSE,TRUE
5,38,21,TRUE,FALSE,FALSE
5,39,22,TRUE,FALSE,FALSE
5,40,23,TRUE,FALSE,FALSE
5,41,26,TRUE,FALSE,FALSE
5,42,27,TRUE,FALSE,FALSE
5,43,104,FALSE,FALSE,TRUE
5,44,105,FALSE,FALSE,TRUE
5,45,106,FALSE,FALSE,TRUE
5,46,107,FALSE,FALSE,TRUE
5,47,132,FALSE,FALSE,TRUE
5,48,145,FALSE,FALSE,TRUE
5,49,157,FALSE,FALSE,TRUE
5,50,108,FALSE,FALSE,TRUE
5,51,109,FALSE,FALSE,TRUE
5,52,110,FALSE,FALSE,TRUE
5,53,137,FALSE,FALSE,TRUE
5,54,134,FALSE,FALSE,TRUE
5,55,136,FALSE,FALSE,TRUE
5,56,111,FALSE,FALSE,TRUE
5,57,112,FALSE,FALSE,TRUE
5,58,113,FALSE,FALSE,TRUE
5,59,114,FALSE,FALSE,TRUE
5,60,115,FALSE,FALSE,TRUE
5,61,116,FALSE,FALSE,TRUE
5,62,117,FALSE,FALSE,TRUE
5,63,118,FALSE,FALSE,TRUE
5,64,158,FALSE,FALSE,TRUE
5,65,119,FALSE,FALSE,TRUE
5,66,120,FALSE,FALSE,TRUE
5,67,147,FALSE,FALSE,TRUE
5,68,121,FALSE,FALSE,TRUE
5,69,122,FALSE,FALSE,TRUE
5,70,135,FALSE,FALSE,TRUE
5,71,133,FALSE,FALSE,TRUE
5,72,123,FALSE,FALSE,TRUE
5,73,148,FALSE,FALSE,TRUE
5,74,124,FALSE,FALSE,TRUE
5,75,125,FALSE,FALSE,TRUE
5,76,146,FALSE,FALSE,TRUE
5,77,155,FALSE,FALSE,TRUE
5,78,126,FALSE,FALSE,TRUE
5,79,127,FALSE,FALSE,TRUE
5,80,156,FALSE,FALSE,TRUE
5,81,128,FALSE,FALSE,TRUE
5,82,129,FALSE,FALSE,TRUE
5,83,130,FALSE,FALSE,TRUE
5,84,131,FALSE,FALSE,TRUE
5,85,138,FALSE,FALSE,TRUE
5,86,139,FALSE,FALSE,TRUE
5,87,140,FALSE,FALSE,TRUE
5,88,141,FALSE,FALSE,TRUE
5,89,173,FALSE,FALSE,TRUE
5,90,144,FALSE,FALSE,TRUE
5,91,143,FALSE,FALSE,TRUE
5,92,142,FALSE,FALSE,TRUE
5,93,172,FALSE,FALSE,TRUE
5,94,174,FALSE,FALSE,TRUE
5,95,159,FALSE,FALSE,TRUE
5,96,160,FALSE,FALSE,TRUE
5,97,161,FALSE,FALSE,TRUE
5,98,162,FALSE,FALSE,TRUE
5,99,163,FALSE,FALSE,TRUE
5,100,164,FALSE,FALSE,TRUE
5,101,165,FALSE,FALSE,TRUE
5,102,166,FALSE,FALSE,TRUE
5,103,167,FALSE,FALSE,TRUE
5,104,168,FALSE,FALSE,TRUE
5,105,169,FALSE,FALSE,TRUE
5,106,170,FALSE,FALSE,TRUE
5,107,171,FALSE,FALSE,TRUE
5,108,176,FALSE,FALSE,TRUE
5,109,177,FALSE,FALSE,TRUE
5,110,178,FALSE,FALSE,TRUE
5,111,175,FALSE,FALSE,TRUE
5,112,179,FALSE,FALSE,TRUE
5,113,195,FALSE,FALSE,TRUE
5,114,196,FALSE,FALSE,TRUE
5,115,180,FALSE,FALSE,TRUE
5,116,181,FALSE,FALSE,TRUE
5,117,191,FALSE,FALSE,TRUE
5,118,192,FALSE,FALSE,TRUE
5,119,182,FALSE,FALSE,TRUE
5,120,185,FALSE,FALSE,TRUE
5,121,190,FALSE,FALSE,TRUE
5,122,189,FALSE,FALSE,TRUE
5,123,205,FALSE,FALSE,TRUE
5,124,183,FALSE,FALSE,TRUE
5,125,184,FALSE,FALSE,TRUE
5,126,186,FALSE,FALSE,TRUE
5,127,193,FALSE,FALSE,TRUE
5,128,194,FALSE,FALSE,TRUE
5,129,187,FALSE,FALSE,TRUE
5,130,188,FALSE,FALSE,TRUE
5,131,197,FALSE,FALSE,TRUE
5,132,206,FALSE,FALSE,TRUE
5,133,212,FALSE,FALSE,TRUE
5,134,204,FALSE,FALSE,TRUE
5,135,207,FALSE,FALSE,TRUE
5,136,208,FALSE,FALSE,TRUE
5,137,209,FALSE,FALSE,TRUE
5,138,210,FALSE,FALSE,TRUE
5,139,211,FALSE,FALSE,TRUE
5,140,221,FALSE,FALSE,TRUE
5,141,222,FALSE,FALSE,TRUE
5,142,223,FALSE,FALSE,TRUE
5,143,224,FALSE,FALSE,TRUE
5,144,225,FALSE,FALSE,TRUE
5,145,229,FALSE,FALSE,TRUE
5,146,227,FALSE,FALSE,TRUE
5,147,228,FALSE,FALSE,TRUE
5,148,251,FALSE,FALSE,TRUE
5,149,250,FALSE,FALSE,TRUE
5,150,226,FALSE,FALSE,TRUE
5,151,230,FALSE,FALSE,TRUE
5,152,255,FALSE,FALSE,TRUE
5,153,256,FALSE,FALSE,TRUE
5,154,254,FALSE,FALSE,TRUE
5,155,249,FALSE,FALSE,TRUE
5,156,236,FALSE,FALSE,TRUE
5,157,237,FALSE,FALSE,TRUE
5,158,235,FALSE,FALSE,TRUE
5,159,263,FALSE,FALSE,TRUE
5,160,265,FALSE,FALSE,TRUE
5,161,266,FALSE,FALSE,TRUE
5,162,264,FALSE,FALSE,TRUE
5,163,267,FALSE,FALSE,TRUE
5,164,269,FALSE,FALSE,TRUE
5,165,271,FALSE,FALSE,TRUE
5,166,270,FALSE,FALSE,TRUE
5,167,268,FALSE,FALSE,TRUE
5,168,295,FALSE,FALSE,TRUE
5,169,296,FALSE,FALSE,TRUE
5,170,297,FALSE,FALSE,TRUE
5,171,287,FALSE,FALSE,TRUE
5,172,288,FALSE,FALSE,TRUE
5,173,289,FALSE,FALSE,TRUE
5,174,290,FALSE,FALSE,TRUE
5,175,291,FALSE,FALSE,TRUE
5,176,292,FALSE,FALSE,TRUE
5,177,293,FALSE,FALSE,TRUE
5,178,294,FALSE,FALSE,TRUE
5,179,283,FALSE,FALSE,TRUE
5,180,284,FALSE,FALSE,TRUE
5,181,285,FALSE,FALSE,TRUE
5,182,286,FALSE,FALSE,TRUE
5,183,309,FALSE,FALSE,TRUE
5,184,301,FALSE,FALSE,TRUE
5,185,302,FALSE,FALSE,TRUE
5,186,300,FALSE,FALSE,TRUE
5,187,299,FALSE,FALSE,TRUE
5,188,313,FALSE,FALSE,TRUE
5,189,314,FALSE,FALSE,TRUE
5,190,311,FALSE,FALSE,TRUE
5,191,312,FALSE,FALSE,TRUE
5,192,315,FALSE,FALSE,TRUE
5,193,316,FALSE,FALSE,TRUE
5,194,325,FALSE,FALSE,TRUE
5,195,326,FALSE,FALSE,TRUE
5,196,298,FALSE,FALSE,TRUE
5,197,310,FALSE,FALSE,TRUE
5,198,351,FALSE,FALSE,TRUE
5,199,352,FALSE,FALSE,TRUE
5,200,349,FALSE,FALSE,TRUE
5,201,350,FALSE,FALSE,TRUE
5,202,358,FALSE,FALSE,TRUE
5,203,359,FALSE,FALSE,TRUE
5,204,360,FALSE,FALSE,TRUE
5,205,361,FALSE,FALSE,TRUE
5,206,369,FALSE,FALSE,TRUE
5,207,367,FALSE,FALSE,TRUE
5,208,368,FALSE,FALSE,TRUE
5,209,362,FALSE,FALSE,TRUE
5,210,363,FALSE,FALSE,TRUE
5,211,364,FALSE,FALSE,TRUE
5,212,365,FALSE,FALSE,TRUE
5,213,366,FALSE,FALSE,TRUE
5,214,234,FALSE,FALSE,TRUE
5,215,233,FALSE,FALSE,TRUE
5,216,247,FALSE,FALSE,TRUE
5,217,248,FALSE,FALSE,TRUE
5,218,281,FALSE,FALSE,TRUE
5,219,282,FALSE,FALSE,TRUE
5,220,322,FALSE,FALSE,TRUE
5,221,323,FALSE,FALSE,TRUE
5,222,324,FALSE,FALSE,TRUE
5,223,277,FALSE,FALSE,TRUE
5,224,278,FALSE,FALSE,TRUE
5,225,231,FALSE,FALSE,TRUE
5,226,232,FALSE,FALSE,TRUE
5,227,219,FALSE,FALSE,TRUE
5,228,220,FALSE,FALSE,TRUE
5,229,279,FALSE,FALSE,TRUE
5,230,280,FALSE,FALSE,TRUE
5,231,252,FALSE,FALSE,TRUE
5,232,253,FALSE,FALSE,TRUE
5,233,276,FALSE,FALSE,TRUE
5,234,273,FALSE,FALSE,TRUE
5,235,275,FALSE,FALSE,TRUE
5,236,274,FALSE,FALSE,TRUE
5,237,272,FALSE,FALSE,TRUE
5,238,330,FALSE,FALSE,TRUE
5,239,331,FALSE,FALSE,TRUE
5,240,332,FALSE,FALSE,TRUE
5,241,333,FALSE,FALSE,TRUE
5,242,375,FALSE,FALSE,TRUE
5,243,376,FALSE,FALSE,TRUE
5,244,377,FALSE,FALSE,TRUE
5,245,378,FALSE,FALSE,TRUE
5,246,379,FALSE,FALSE,TRUE
5,247,380,FALSE,FALSE,TRUE
5,248,149,FALSE,FALSE,TRUE
5,249,150,FALSE,FALSE,TRUE
5,250,342,FALSE,FALSE,TRUE
5,251,343,FALSE,FALSE,TRUE
5,252,239,FALSE,FALSE,TRUE
5,253,238,FALSE,FALSE,TRUE
5,254,240,FALSE,FALSE,TRUE
5,255,344,FALSE,FALSE,TRUE
5,256,151,FALSE,FALSE,TRUE
5,257,152,FALSE,FALSE,TRUE
5,258,153,FALSE,FALSE,TRUE
5,259,241,FALSE,FALSE,TRUE
5,260,345,FALSE,FALSE,TRUE
5,261,242,FALSE,FALSE,TRUE
5,262,346,FALSE,FALSE,TRUE
5,263,243,FALSE,FALSE,TRUE
5,264,154,FALSE,FALSE,TRUE
5,265,244,FALSE,FALSE,TRUE
5,266,347,FALSE,FALSE,TRUE
5,267,245,FALSE,FALSE,TRUE
5,268,348,FALSE,FALSE,TRUE
5,269,246,FALSE,FALSE,TRUE
5,270,370,FALSE,FALSE,TRUE
5,271,371,FALSE,FALSE,TRUE
5,272,327,FALSE,FALSE,TRUE
5,273,328,FALSE,FALSE,TRUE
5,274,329,FALSE,FALSE,TRUE
5,275,372,FALSE,FALSE,TRUE
5,276,373,FALSE,FALSE,TRUE
5,277,374,FALSE,FALSE,TRUE
5,278,317,FALSE,FALSE,TRUE
5,279,318,FALSE,FALSE,TRUE
5,280,319,FALSE,FALSE,TRUE
5,281,320,FALSE,FALSE,TRUE
5,282,321,FALSE,FALSE,TRUE
5,283,335,FALSE,FALSE,TRUE
5,284,336,FALSE,FALSE,TRUE
5,285,334,FALSE,FALSE,TRUE
5,286,337,FALSE,FALSE,TRUE
5,287,338,FALSE,FALSE,TRUE
5,288,339,FALSE,FALSE,TRUE
5,289,340,FALSE,FALSE,TRUE
5,290,341,FALSE,FALSE,TRUE
5,291,381,FALSE,FALSE,TRUE
5,292,382,FALSE,FALSE,TRUE
5,293,383,FALSE,FALSE,TRUE
5,294,384,FALSE,FALSE,TRUE
5,295,385,FALSE,FALSE,TRUE
5,296,386,FALSE,FALSE,TRUE
5,297,387,FALSE,FALSE,TRUE
5,298,388,FALSE,FALSE,TRUE
5,299,389,FALSE,FALSE,TRUE
5,300,390,FALSE,FALSE,TRUE
5,301,391,FALSE,FALSE,TRUE
5,302,392,FALSE,FALSE,TRUE
5,303,393,FALSE,FALSE,TRUE
5,304,394,FALSE,FALSE,TRUE
5,305,395,FALSE,FALSE,TRUE
5,306,396,FALSE,FALSE,TRUE
5,307,397,FALSE,FALSE,TRUE
5,308,398,FALSE,FALSE,TRUE
5,309,399,FALSE,FALSE,TRUE
5,310,400,FALSE,FALSE,TRUE
5,311,70,FALSE,FALSE,FALSE
5,312,71,FALSE,FALSE,FALSE
5,313,72,FALSE,FALSE,FALSE
5,314,73,FALSE,FALSE,FALSE
5,315,74,FALSE,FALSE,FALSE
5,316,75,FALSE,FALSE,FALSE
5,317,76,FALSE,FALSE,FALSE
5,318,77,FALSE,FALSE,FALSE
5,319,401,FALSE,FALSE,TRUE
5,320,402,FALSE,FALSE,TRUE
5,321,403,FALSE,FALSE,TRUE
5,322,404,FALSE,FALSE,TRUE
5,323,405,FALSE,FALSE,TRUE
5,324,406,FALSE,FALSE,TRUE
5,325,407,FALSE,FALSE,TRUE
5,326,408,FALSE,FALSE,TRUE
5,327,409,FALSE,FALSE,TRUE
5,328,80,FALSE,FALSE,FALSE
5,329,81,FALSE,FALSE,FALSE
5,330,418,FALSE,FALSE,TRUE
5,331,419,FALSE,FALSE,TRUE
5,332,410,FALSE,FALSE,TRUE
5,333,411,FALSE,FALSE,TRUE
5,334,412,FALSE,FALSE,TRUE
5,335,413,FALSE,FALSE,TRUE
